latitude,longitude,heat
18.3264,99.3478,10
31.0449,121.4012,2649
43.8073,87.6305,32
41.1236,122.9900,22
22.8137,108.3146,340
13.3500,74.7833,17
13.3500,74.7500,39
12.5500,77.4167,1
19.2167,73.1500,57
18.7500,73.4167,8
12.8639,74.8353,139
26.8825,88.2773,4
31.6331,74.8656,128
31.5167,75.3044,3
19.0833,74.7333,34
16.7167,77.8906,172
18.9833,73.1000,20
19.2167,73.0833,117
19.1500,73.2667,32
19.9973,73.7910,68
13.2000,74.9833,7
13.3422,77.1017,22
27.3333,88.6167,74
13.9222,75.5736,25
17.6833,75.9167,37
19.2000,72.9833,3
19.9833,73.8000,11
17.6833,73.9833,14
19.7167,74.4833,3
15.4833,73.8333,50
21.0486,76.5344,25
22.4167,74.5667,1
16.0333,73.6833,5
19.8833,75.3333,80
19.1500,77.3333,14
19.8500,74.0000,3
15.5500,73.7667,1
19.5667,74.2167,10
16.7000,74.2167,42
22.9667,76.0667,28
22.0833,82.1500,40
27.3000,75.9500,2
26.2236,78.1792,24
24.0667,75.0667,11
22.7500,77.7833,7
15.1667,73.9833,3
18.1500,74.5833,13
19.3000,73.0667,40
29.3889,76.9681,73
29.7000,75.9000,1
28.9833,77.0167,85
27.8833,78.0833,41
29.9657,76.8370,24
25.6005,85.1147,347
15.5833,73.7333,1
34.0922,74.8022,198
32.7360,74.8656,264
26.7161,88.4236,119
23.6500,88.1333,5
26.1833,91.7333,340
20.2329,85.8353,392
22.7000,88.4500,1
20.5000,85.8333,59
29.1667,75.7167,50
46.6395,126.9951,8
34.6836,113.5325,813
32.1228,114.0656,10
35.7051,115.0141,8
33.7385,113.3012,10
34.1628,113.4639,2
31.5689,120.2886,248
34.6836,112.4536,45
33.5639,114.0427,3
33.6333,114.6333,17
34.5366,113.3753,2
31.8962,121.1727,8
24.1718,120.9133,6
39.9040,116.6618,13
39.6870,115.9966,3
27.6867,106.9072,12
26.5858,107.9797,4
37.5082,127.1179,362
37.7610,126.7727,197
37.4979,126.8592,190
37.5469,127.0841,172
37.4687,126.9458,262
37.3424,126.9222,149
37.5234,126.9084,215
37.5833,127.1333,95
37.6531,127.0725,153
37.4954,127.0621,665
35.1496,126.9156,373
37.4388,127.1396,862
37.6367,127.2183,311
37.5819,127.0541,127
37.2859,127.0099,618
36.3214,127.4197,573
37.5521,127.0399,4
37.5984,127.0911,123
35.2081,128.5725,5
37.5177,126.8479,147
37.3907,126.9167,292
36.8063,127.1523,225
36.8553,126.9537,26
36.6349,127.4706,231
35.8428,129.2117,74
37.8944,127.1992,61
37.6030,127.0115,156
37.2336,127.2010,642
37.3631,126.9912,68
35.8723,128.3333,30
37.5781,126.9351,126
35.5335,129.3173,285
37.5333,126.9500,219
36.6092,127.2919,151
35.8217,127.1453,164
37.5504,127.1455,130
33.2486,126.5628,60
37.4100,127.2572,143
37.6564,126.8350,566
37.5228,127.2039,5
37.3244,126.8237,279
36.7817,126.4522,41
36.0292,129.3648,111
37.5400,127.2056,133
37.8747,127.7342,90
36.9947,127.0889,194
33.4558,126.5393,135
35.9786,126.7114,69
35.4469,126.5509,10
37.1825,126.8783,334
36.2039,127.0847,16
37.4094,127.1107,11
36.7836,127.0042,98
36.2626,126.8580,6
36.8079,126.9777,2
37.6433,127.0077,104
36.4556,127.1247,38
37.5006,126.9515,165
37.5532,126.9165,13
37.6185,126.9278,126
37.5339,126.9775,9
34.3678,126.5222,2
37.4289,126.9892,44
38.1828,127.8149,6
37.6667,126.8333,13
37.4610,126.8996,95
37.2792,127.4425,79
37.0108,127.2703,46
37.2958,127.6339,32
37.1522,127.0706,73
37.7333,127.0667,136
38.2439,127.4452,2
37.8122,127.0252,51
37.9031,127.0575,41
37.6000,127.2500,82
37.3907,126.7888,172
37.5523,126.6554,7
37.3514,127.9453,106
38.1769,128.5189,15
37.3210,127.9213,2
37.5095,129.0537,14
37.7500,128.2500,2
38.3798,128.4680,6
36.2930,127.2257,14
37.4191,126.6649,10
37.1361,128.2119,35
36.9767,127.9287,57
34.8128,126.3918,54
37.7527,128.8724,50
34.9053,126.6649,33
34.9505,127.4878,57
35.1923,126.9244,5
34.8624,126.4904,1
34.7606,127.6621,47
34.9414,127.6957,22
35.9439,126.9544,61
35.5500,126.8500,10
35.8047,127.4758,1
36.2101,128.3544,100
35.8233,128.7378,80
35.8257,128.5240,8
35.1448,128.9799,1
34.9763,128.3236,7
35.2410,128.4229,12
35.1928,128.0847,84
47.2538,-1.4843,26
48.0732,-0.7634,106
47.3749,-0.6854,4
47.2046,-0.9870,29
47.3788,-0.6082,17
47.4397,-0.2189,26
47.4313,-1.2280,11
47.4456,-0.4654,33
46.9936,-1.8235,16
47.5721,-0.5942,8
48.0004,0.2047,267
46.5000,-1.5333,12
46.3963,-1.0237,5
48.0241,0.2041,31
47.7517,0.1914,5
47.0871,-1.2829,33
47.4750,-0.5451,328
46.6981,-1.7596,14
48.1801,-0.8920,3
47.7106,0.5110,1
46.9767,-1.3085,14
47.7436,0.5592,4
47.2144,-1.5512,167
47.2500,-2.1667,39
46.7794,-0.8362,23
48.0305,0.3732,22
47.4482,-2.3181,27
47.2749,-0.3585,1
47.8469,-0.9493,10
47.4380,-2.0901,32
47.3712,-1.1802,27
47.0804,-2.0364,19
46.8436,-1.8749,46
47.0667,-0.8833,118
47.6753,-1.4331,4
46.8310,-2.1310,6
46.4915,-1.4258,5
47.6159,-0.4661,8
46.7145,-1.3142,10
48.1930,0.6838,1
47.2173,-1.5534,479
47.1121,-2.0889,51
47.6306,-0.8027,12
46.6756,-1.6813,5
47.1865,-1.6827,14
47.1623,-1.2661,13
47.7205,-1.4888,5
46.7400,-1.6083,24
48.2902,-0.4805,4
47.0765,-1.2481,5
47.1438,-0.6969,1
46.5000,-1.7833,27
47.8467,-1.0016,5
46.5352,-1.7729,48
47.0162,-1.4316,8
47.3333,-0.1822,3
47.3265,-0.0553,3
48.0537,0.6452,2
47.3255,-1.7368,7
47.1020,-1.8669,5
47.3932,0.0530,10
47.4074,-0.4768,4
47.7167,-1.3833,34
47.6672,-1.6699,16
47.5000,-0.5833,21
47.6982,-0.0755,25
46.7485,-1.7407,4
47.5333,-1.2333,1
47.1687,-1.4693,47
48.1827,-0.1264,9
47.1548,-0.2964,3
48.3369,-0.3473,1
47.3917,-2.4236,4
47.6333,-1.8333,9
47.1329,-1.7485,4
46.6193,-0.8798,1
47.4079,-0.7619,17
46.6708,-1.8861,26
48.3070,0.4223,1
47.8376,-0.3329,22
47.3323,-0.4768,4
47.8257,0.2742,11
47.2769,-1.7807,23
48.0202,-0.1151,2
48.0207,0.0097,2
47.3146,-2.3110,8
47.3306,-1.6192,47
47.1236,-0.9912,16
48.2263,-0.9300,3
46.9127,-2.0416,12
47.1273,-0.6451,2
47.3181,-2.1890,21
46.4000,-0.6667,4
46.6288,-1.5095,14
47.2919,-2.5138,11
47.2668,-2.3379,30
47.1410,-1.2819,5
47.2922,-2.3639,23
47.1426,-1.6931,20
46.6070,-1.0488,4
48.1233,-0.0174,3
47.3951,-1.4526,4
46.7837,-1.4290,5
47.2833,-2.2000,152
47.4706,-0.4915,10
47.4746,-2.0577,6
47.7144,0.0107,1
48.3000,-0.6167,40
46.8296,-1.2718,2
46.7419,-0.7646,4
46.4378,-1.4694,12
47.2176,-1.6484,97
48.0576,-0.6314,6
46.5038,-1.7410,18
47.3291,-2.4283,41
46.9973,-2.2737,12
48.8543,2.3527,6061
46.7131,-1.9258,24
47.0561,-1.4889,8
47.6719,-1.9146,1
47.5014,-1.5786,4
46.9021,-1.6833,9
48.0245,-0.7687,7
46.9377,-1.5114,7
48.2624,-0.6567,2
47.5258,-0.2127,2
47.3607,-1.9421,27
47.5013,-0.8000,3
48.0667,-0.9333,6
47.2958,-1.5531,41
47.2667,-0.0833,71
47.0454,-0.8170,1
46.6667,-1.4333,116
48.2527,0.3163,4
47.3301,-2.1511,18
48.2268,0.6782,1
47.9221,0.7459,3
48.1462,-0.5860,4
48.3500,0.3833,18
47.8222,-0.6833,2
47.8333,-0.7000,20
47.8333,0.7500,5
46.8667,-1.0167,39
47.3992,-2.4599,4
47.4131,-1.9686,6
47.1807,-2.1487,10
47.1833,0.0500,3
47.9938,0.1068,2
47.2709,-1.6219,36
47.5547,-1.7010,6
46.5719,-0.7693,2
47.4388,-1.4983,19
47.9262,0.1878,15
46.8816,-1.7021,3
46.4046,-0.8937,4
47.0632,-1.2527,9
46.5562,-1.0548,14
47.7597,0.2747,14
47.4424,-1.0667,6
47.7117,0.3973,4
47.2276,-0.8971,1
48.1195,-0.1846,3
46.5738,-1.5081,3
47.5800,-0.3246,3
47.2003,-0.4275,2
48.2048,-1.0581,3
47.0048,-0.8512,3
47.0223,-0.7029,4
48.1376,0.2357,7
47.5217,-0.4395,4
47.1937,-0.2749,16
47.7570,-1.4946,1
47.8757,-0.3960,3
47.7669,-0.3249,7
47.6029,-0.6819,3
47.4815,-2.1600,16
48.0402,-0.4751,3
47.2654,-1.2399,4
48.1066,0.3508,2
46.7540,-1.6869,7
47.7348,-1.5919,2
47.5918,-1.3307,8
47.5105,0.1177,1
48.1224,0.4307,1
47.3025,-0.6332,6
47.4766,-1.7628,20
47.2377,0.0535,5
48.0271,0.1105,5
48.0728,-1.0164,3
46.7438,-0.9492,1
47.2051,-1.3045,4
47.1311,-0.1521,10
47.8772,0.2177,2
47.4000,-0.5500,15
47.0368,-1.1163,8
46.7386,-1.3846,11
47.4367,0.1631,2
47.3982,-2.3064,7
47.7436,-0.4160,6
47.3375,-1.1114,3
48.2289,-1.0341,2
47.7503,-0.6386,3
46.7252,-2.3494,8
47.2835,0.6999,6
47.1776,-1.6214,21
46.7813,-1.0618,10
47.3366,-1.2077,4
47.1463,-0.5324,11
47.7934,-1.0544,9
46.4973,-0.8067,7
47.5501,-2.0750,6
47.6833,-0.8667,27
47.2156,-1.6832,1
47.1234,-1.5845,15
46.9920,-0.9474,13
47.9856,-0.7835,2
46.4667,-0.8167,31
48.8582,2.3387,26284
45.7035,3.1681,10
45.7512,3.0836,21
45.5884,2.7396,2
44.9279,2.9834,3
45.7838,3.0966,347
44.9793,2.6249,5
45.0572,3.9799,6
46.5368,2.6083,4
46.3333,2.6000,68
45.8500,3.5667,23
45.2600,4.0988,3
45.0096,3.7746,2
45.3435,3.4490,1
45.3000,3.4000,24
45.0389,3.8347,57
45.1323,3.9877,4
45.7212,3.1884,9
45.5500,3.2500,38
46.2484,3.6360,10
45.2397,4.6707,49
45.2418,4.2352,9
45.2933,4.1716,18
45.1333,4.1167,27
45.5128,3.2954,2
45.8917,3.0910,1
45.9289,3.1116,3
45.2555,3.1976,7
45.9000,3.1167,59
45.7793,3.3956,2
45.4055,3.3200,4
44.9214,2.4373,56
46.5667,3.3333,42
46.5982,2.6147,2
46.2921,2.7416,10
46.1300,3.4596,31
45.4833,2.6000,1
45.8720,3.0383,15
45.5843,3.6921,1
45.7354,3.1961,33
45.6432,3.2464,8
45.8341,3.1005,10
45.8513,3.0897,3
45.7082,3.2247,1
45.7515,3.2795,4
44.8538,2.2328,5
44.9845,2.3266,3
44.7418,2.4609,2
45.0954,2.3499,1
45.1836,3.9099,3
45.1279,3.9411,2
44.7692,3.8837,2
45.4110,3.3291,15
45.6000,2.6833,3
45.2833,2.6667,5
45.8008,3.2501,33
45.7006,3.1265,4
46.0991,3.4480,8
46.3147,3.3985,15
46.0971,3.3615,2
46.1163,3.4034,23
46.1167,3.4167,61
46.5196,3.6991,6
44.9392,3.1474,2
45.2667,2.5333,2
45.9473,3.1405,3
45.7704,3.2391,3
44.9604,3.5478,6
45.2005,3.7128,3
45.0386,3.9700,8
44.8426,3.8322,2
45.3377,3.3734,1
46.5644,3.3549,15
46.6232,2.9681,1
46.4600,3.5191,1
46.0629,2.7699,2
46.3606,2.5343,16
46.3737,2.4779,9
46.3167,2.6000,2
46.1625,3.4331,1
46.1110,3.5615,4
46.3093,3.2879,12
43.5765,3.8263,18
43.6289,3.4326,20
43.6107,3.8809,619
43.6333,3.9000,30
44.1599,4.6178,42
44.0630,4.6424,2
44.2342,4.5958,3
44.2549,4.6474,26
44.0127,4.6984,3
44.0549,4.7003,8
43.5483,3.7043,5
42.6239,2.9522,3
42.5716,2.9603,5
42.6387,2.9815,4
42.4827,3.1284,1
42.5463,3.0212,21
43.4881,3.6697,20
43.6778,4.1361,45
44.5185,3.5037,25
44.5744,3.4039,1
44.3167,3.6000,8
44.5586,3.5011,3
43.7870,4.1963,7
43.4485,3.7540,46
43.1840,3.0014,111
43.1025,2.8100,3
43.0278,2.9792,8
42.7031,2.8914,170
43.8338,4.3596,231
43.8511,4.1583,2
43.9080,4.4163,7
43.7540,4.1457,13
42.6813,2.9412,18
42.6546,2.8363,8
44.1249,4.0808,66
43.9636,3.8557,9
44.0713,4.0522,5
44.0167,4.0500,2
44.2176,3.8094,1
44.2741,3.8388,3
43.9706,3.9923,2
44.0372,4.0805,2
44.1442,4.1299,20
44.1052,3.8857,5
44.0826,4.0751,12
43.7853,4.0897,13
43.7901,4.1224,2
43.4595,3.4238,28
43.3412,3.2140,170
43.4461,3.3785,3
43.4990,3.1692,4
43.5500,2.8833,1
43.4809,3.4831,7
43.6187,3.3171,1
43.2929,3.2602,15
43.5394,3.4576,22
43.5135,3.4080,1
43.2135,2.3516,107
43.3183,1.9545,25
43.1991,2.1426,7
43.2126,2.4108,4
43.0984,2.1747,2
43.3132,2.6613,1
43.3161,2.6361,3
43.0549,2.2217,20
43.0968,1.9947,2
43.2973,2.6795,2
42.9158,2.2065,1
43.3308,2.0364,1
43.1953,1.8956,1
43.2519,2.3655,3
42.9323,2.2201,7
43.2821,2.0876,4
42.7118,2.8449,22
42.5433,2.6965,2
42.6333,2.4500,1
42.7000,2.8220,5
42.6954,2.7712,5
42.4569,2.6339,7
42.7694,2.8724,45
42.6329,2.7547,15
50.4000,3.2833,11
50.5857,2.2558,1
50.5103,1.7310,1
50.2767,3.0405,4
50.2014,3.8384,23
50.6460,3.0758,48
50.2330,3.3206,13
50.0287,1.5417,2
49.9033,2.3224,7
49.9419,2.8181,2
49.8977,3.3638,2
49.2536,4.0354,293
49.8392,2.1640,1
50.6233,2.4590,13
50.8671,1.8703,13
50.2660,2.7947,7
50.0836,3.0123,3
50.2545,2.2037,1
51.0312,2.3398,24
50.7400,1.9176,2
50.5366,2.4690,6
50.2433,2.2605,2
49.7004,2.7896,13
49.8489,3.2876,85
49.8609,3.2151,4
49.0675,3.5049,1
49.8170,2.8006,10
50.4338,3.5775,11
50.5000,1.7854,2
50.2716,3.7063,8
50.3596,3.2811,16
49.6032,2.3271,4
49.9876,1.6103,2
49.8546,3.3175,1
50.0120,1.5176,2
49.5438,2.9472,3
50.5012,2.6971,5
50.1842,3.4133,2
50.8579,1.9817,8
50.4766,3.0550,8
50.3087,2.9478,15
50.3684,3.3371,14
50.4850,2.4733,7
50.7167,1.6167,69
50.6321,3.0619,456
50.6857,2.8821,40
48.8667,2.4167,53
50.4661,3.5001,2
50.9780,2.5837,7
50.1167,3.9333,4
50.5219,1.6332,17
50.4866,3.0345,10
50.5739,2.9363,15
50.3226,2.4467,2
50.2966,4.1011,19
50.1667,3.2333,67
50.6155,3.1135,17
51.0528,2.5264,9
50.4438,2.7270,22
50.4986,3.2499,6
50.4667,3.2333,35
50.6760,2.8451,4
50.3858,3.5996,10
51.0381,2.3768,20
50.7056,1.5757,6
50.4137,2.4366,2
50.6379,2.7150,14
50.4711,2.7154,11
48.8210,2.2772,125
50.3593,3.4380,2
50.6199,2.6865,8
50.1149,3.2089,10
50.7237,2.5373,33
51.0186,2.4445,7
50.4074,3.1551,1
50.6387,2.3988,21
50.5849,1.6727,1
50.4171,3.1363,6
50.4023,1.6477,2
51.0330,2.3770,48
50.3972,1.8749,6
51.0779,2.5167,7
50.4080,2.3057,3
50.7275,2.3680,6
50.4496,2.7517,9
50.0153,4.0478,20
50.4399,1.9216,1
50.1211,3.1732,7
50.4738,2.8667,11
50.5243,1.5857,20
50.4736,2.8888,2
50.0359,3.2995,2
50.0500,3.9333,3
50.3833,3.4833,21
50.0985,3.2679,3
50.6180,1.7313,2
50.1288,3.3056,1
50.2840,4.0372,6
50.3417,3.1678,5
50.1113,3.0420,2
50.4808,3.3279,1
49.6963,2.6224,1
49.9007,2.2968,261
50.0101,2.5218,1
49.8723,2.3588,6
50.2279,3.6772,4
50.6701,2.9702,11
50.2953,2.9007,2
50.2580,2.6426,1
50.2469,3.0074,1
50.3165,2.2483,1
50.5833,3.0667,11
50.4983,2.8932,2
50.2761,2.2872,4
50.8014,1.8592,2
49.5254,3.6637,4
49.5333,3.7333,2
49.4333,2.7167,9
49.0888,3.5348,1
48.8954,2.2574,192
49.7022,2.9415,4
50.4247,3.3866,8
50.2028,3.9323,2
50.4544,3.5888,13
50.0532,2.6474,1
49.6500,2.5667,18
49.3734,3.4511,1
49.1625,2.4469,23
49.3592,3.3356,6
49.0500,3.4000,50
49.4818,2.1280,1
50.5641,2.8980,6
50.7043,2.8351,14
50.2007,3.3523,1
50.3743,3.3919,6
50.4480,2.6494,13
50.5667,2.6216,6
50.4729,3.5261,7
50.0566,4.0745,5
50.2000,3.3833,6
50.4472,3.4308,26
49.9900,4.1005,10
50.3793,3.0530,7
50.4633,2.9938,9
50.5703,2.6663,3
50.7239,3.1612,107
51.0610,2.4934,2
50.7322,2.4098,3
50.3500,3.1167,7
50.9512,1.8590,120
50.5342,2.8062,19
50.3811,2.3341,14
50.8607,1.9437,1
50.3625,3.3156,1
50.4568,2.4813,1
50.2925,4.0794,2
50.7337,2.3024,11
50.6833,2.9000,12
50.3445,2.4419,1
51.0346,2.4645,5
50.4256,2.4918,2
50.5468,1.7921,1
50.5833,2.7333,3
50.5606,2.5728,5
50.5167,2.6854,3
50.2852,3.3149,14
50.6950,2.9152,11
44.0746,1.2890,3
43.8340,2.2539,1
43.4667,1.3500,48
42.9558,0.6305,1
43.6493,1.1045,1
44.0483,1.4629,8
43.8052,0.4308,4
43.5233,1.4065,29
43.5386,2.2639,12
43.5995,1.4332,311
43.7718,0.3137,11
43.6046,1.4451,672
43.5024,1.5093,5
42.9605,1.6079,19
43.9298,2.1480,111
43.6328,1.3940,33
43.9016,1.8969,27
43.4928,1.5153,2
43.5159,1.4986,39
43.6000,2.2500,80
43.8545,1.2342,13
44.2218,0.3471,4
44.9052,-0.6706,8
43.8902,-0.4971,82
44.8087,-0.7857,18
45.6167,-0.3167,1
44.8545,0.4028,11
44.7167,-0.5167,4
44.6016,0.3625,10
44.1999,0.6266,72
45.1833,0.7167,80
44.7434,-0.6791,35
45.0455,1.3179,8
45.1930,0.8153,6
44.8084,-0.5481,51
45.0354,0.3629,6
43.8000,1.8287,4
43.0007,1.3422,2
43.9655,1.5859,5
45.2624,1.4078,9
45.4833,-0.2000,19
45.4720,2.1434,1
45.8972,-0.7953,3
45.2700,1.7731,30
45.8734,0.7176,11
45.6500,0.1500,86
45.5160,1.2057,11
45.6667,2.4667,4
45.8299,-0.0153,2
46.1667,-1.1500,167
45.8322,-0.3127,1
45.1701,1.5619,12
45.7681,-1.1427,14
46.3494,2.2147,1
46.8075,0.0179,1
46.0167,0.6667,3
45.8687,2.3675,1
45.7698,1.3333,7
46.3231,-0.4588,112
45.0408,2.0788,1
45.5500,2.3167,22
45.8347,1.3276,14
45.6167,2.3000,1
45.8303,1.2549,277
45.6426,-1.0881,8
46.5874,0.3332,197
43.6938,1.4344,20
44.6000,2.0333,26
43.6783,1.4344,9
45.8552,1.1013,8
46.2244,0.6492,12
47.0055,-0.3437,2
46.4608,-0.4632,2
46.2409,-1.0668,6
45.8526,0.0664,1
45.8705,1.2383,20
45.6285,-1.0281,41
48.8634,2.5060,53
45.1414,1.4461,6
46.1082,-0.7515,15
46.1390,1.9152,3
45.2476,1.2575,1
45.6720,-0.4294,1
46.2791,0.3607,1
43.6490,1.3241,10
43.6604,1.4826,27
43.8436,2.1628,1
42.9896,0.6333,2
43.0667,1.6167,4
43.6522,1.9762,4
44.8325,-0.6338,119
44.8500,-0.5167,34
45.1833,0.3500,2
44.7457,-1.1035,29
44.1577,0.5638,7
45.8682,-0.3185,5
45.2582,1.4753,7
45.5000,0.0833,1
45.7022,1.4266,1
45.7500,-0.6333,60
43.6816,1.3189,18
43.5232,1.3410,8
43.7822,1.9598,2
44.0167,1.4500,3
43.6179,1.2396,7
43.5657,1.2975,39
43.8493,1.9809,2
43.6204,1.2854,13
43.6003,1.2324,15
44.6461,2.5675,2
43.6454,0.5879,55
43.6773,1.9341,2
44.3313,0.0110,1
44.6540,-0.5964,4
44.8235,0.2345,27
45.0618,-0.5425,3
45.3056,0.8733,2
44.9154,-0.4270,17
44.8412,-0.5806,597
44.5000,0.1667,45
45.5439,0.8187,2
43.6702,1.4281,13
44.1000,3.0833,45
43.4980,1.3108,18
42.9709,0.6595,1
46.2528,-0.5383,5
45.6073,1.3544,2
45.7000,-0.3333,42
46.4241,0.1881,1
46.1701,0.8497,6
45.5604,-0.9547,7
45.6000,-0.9167,2
45.1449,1.3061,6
45.2280,1.5237,3
46.0612,2.1440,1
46.1334,-0.8106,5
46.1080,1.3686,7
45.8228,-1.1055,12
45.7515,1.2887,12
46.8215,-0.6673,11
46.9406,-0.6910,1
46.3333,1.9000,9
46.2371,1.4870,15
46.3851,-0.0991,1
46.7255,-0.5880,10
43.4891,1.8980,1
43.3177,1.2466,3
43.7272,1.4076,16
43.3516,1.3783,1
43.9871,2.2785,1
43.3333,0.2272,1
44.9173,1.8101,2
46.1937,-0.9668,4
46.3552,2.6207,9
45.7341,-1.0992,7
45.4097,1.3699,10
45.4439,1.4042,5
45.8614,0.2119,1
47.1103,-0.0222,1
46.2943,-1.1057,2
46.1862,-1.1180,7
45.7046,-0.9788,2
45.3140,1.7671,5
45.6667,-0.3333,12
44.2361,1.7717,3
43.7159,1.9905,1
44.2307,2.0399,2
43.2333,0.0833,100
44.1781,1.6181,4
45.2005,0.6726,10
45.1003,0.4690,10
45.4154,0.9196,15
44.8048,-0.5954,73
44.8749,-0.5178,27
45.3333,0.2167,2
46.7738,0.0216,1
45.4167,2.2167,1
45.9567,2.1287,3
45.1715,5.7224,361
45.6172,6.7690,21
45.3818,6.5052,12
45.4530,6.5683,4
45.5556,6.6504,18
45.3500,6.2833,1
45.4326,6.5556,4
45.6745,6.3906,50
45.6221,6.7996,6
45.4429,6.6490,14
45.2184,6.4726,4
45.1770,5.5442,4
45.1439,5.7288,35
45.1551,5.6792,8
45.2199,5.7901,42
45.2471,5.8286,21
45.0825,6.0585,4
45.6917,5.9086,63
45.8744,5.6937,2
45.5833,5.9500,15
45.0717,5.6425,14
45.1151,5.3275,4
45.2142,5.7715,12
45.1004,5.2501,10
45.3639,5.5921,50
45.4291,5.7084,3
45.2948,5.6332,20
45.5014,5.7301,4
45.2571,5.3387,2
45.0548,6.0298,6
45.5646,5.9265,103
45.8754,4.4337,2
45.5500,5.9333,8
45.5519,5.9817,13
45.7042,5.7580,14
45.5675,6.1561,13
45.8213,5.8512,4
44.9457,5.6575,3
45.2986,5.4861,16
45.3283,5.5534,20
45.3810,5.5403,3
45.2043,6.2794,1
45.2833,6.3500,20
45.5312,5.9522,1
45.5997,5.6344,7
45.3671,5.5228,5
45.1653,5.7634,52
45.4965,6.1460,1
45.6779,5.9015,5
45.7167,6.4667,3
45.5031,6.5081,16
45.3992,5.4963,6
45.5032,5.6773,1
45.2043,5.7364,14
45.4886,5.6481,2
45.4128,5.5571,2
45.5598,5.9687,11
45.9062,6.1267,119
45.7508,6.4161,15
45.5880,6.4551,5
48.1564,-0.3997,12
47.9106,0.3365,4
46.6570,-0.9165,1
48.1364,-0.2921,11
47.1405,-0.9400,2
48.1997,0.0245,1
48.0705,0.5856,4
47.1833,-0.6943,3
47.2775,-2.4803,4
47.2376,-1.2436,4
48.0683,0.5199,5
47.7837,-1.4476,2
47.1974,-0.3677,1
47.5609,-0.4238,6
47.6167,-0.6000,4
47.4145,-1.7916,4
47.0945,-0.6835,1
46.9098,-1.0893,3
47.2934,0.0246,1
47.6647,0.4725,2
47.1181,-0.3657,2
48.2976,-0.9314,10
45.9365,-1.0521,7
46.6333,-1.8667,16
47.2627,-1.6711,12
47.2982,-1.4902,53
46.3745,-1.0823,2
48.0109,0.4559,2
47.2151,-1.7217,35
46.7960,-0.9265,5
47.6149,-0.9784,2
46.5224,-0.7565,3
47.7227,-0.6181,1
48.0969,0.1553,3
48.4599,-0.1981,5
47.1818,-1.1092,3
46.6411,-1.8068,2
47.4110,-1.3773,8
47.3416,-0.0357,4
47.9303,0.4151,4
47.7507,0.6206,1
47.5418,-1.8861,7
46.5019,-1.2206,1
47.4404,-1.1398,4
48.0647,0.1191,6
47.5596,-0.3906,3
46.7306,-0.7118,1
46.7582,-0.9570,3
48.9495,2.0407,31
47.7202,0.2208,4
47.5257,-1.1848,6
46.6371,-1.1711,10
46.9721,-1.4340,8
47.6390,-0.6623,1
46.6682,-0.7899,3
47.3721,-0.2679,9
47.2865,-2.0305,4
47.1814,-1.5497,64
47.2117,-1.4675,24
47.3401,-0.2315,5
48.0392,0.5355,1
47.2077,-1.5033,49
47.7205,0.6472,1
47.4677,-1.0278,3
47.3199,-1.3458,13
48.0662,0.3436,1
48.3983,-0.0998,4
48.3559,0.3462,1
47.7837,0.1610,3
47.5162,-2.0366,7
47.8402,-1.1370,3
47.2681,0.8358,3
48.0087,-0.8149,4
48.1500,0.1192,4
47.3823,-0.6571,4
47.5188,-0.4691,11
46.4145,-1.5764,10
47.1637,-0.2134,1
46.6870,-1.0502,15
48.1218,-0.7172,6
48.3613,-0.9990,2
46.8917,-1.2521,13
47.2974,-1.3876,6
47.7167,-0.9167,1
47.2445,-1.9356,6
46.9613,-0.9960,10
46.9648,-1.2506,6
47.2631,-0.6433,1
46.8344,-1.1910,1
48.0770,0.2976,15
47.0108,-1.1100,6
47.8268,-0.0177,9
47.3983,0.7037,257
47.2770,-2.0590,8
48.1396,-0.1142,3
48.2541,-0.4183,4
47.0358,-1.6412,31
47.1284,-2.2169,4
47.4142,-1.6531,14
46.5695,-0.8834,2
48.1768,-0.7836,6
46.9414,-1.0621,5
47.3469,-2.5073,13
46.6572,-1.5695,11
47.8901,0.6090,1
46.4332,-0.8528,4
47.2228,-0.1107,4
47.4210,-0.3972,1
47.9117,0.2494,11
47.1381,-1.3348,7
48.1232,-0.6769,1
47.3556,-0.8589,12
47.3846,-1.0284,8
46.8248,-1.7659,8
47.9296,0.0720,2
47.4858,-1.2394,6
47.0149,-1.1973,7
47.5650,-1.6263,5
47.2596,-1.9183,2
46.5965,-1.4536,5
47.0841,-1.3352,2
47.0912,-1.6097,6
46.4577,-1.1651,14
47.4744,-0.6302,13
46.4473,-1.2662,3
46.3430,-1.4370,8
46.8806,-2.1217,5
47.0992,-1.3002,4
47.9674,0.1581,13
47.9076,-2.9794,8
47.7500,-3.3667,135
47.9766,-3.2807,6
47.7333,-3.4333,28
47.8756,-3.3225,4
48.0346,-2.7663,15
47.8747,-3.0176,14
48.1100,-1.6744,479
48.4261,-1.5743,1
48.1559,-1.7146,20
49.1948,-0.9368,2
48.3877,-4.4839,236
48.3406,-4.7185,6
48.6329,-4.4088,4
48.5333,-4.6500,8
48.6450,-4.3656,10
47.4820,-2.3423,6
48.0651,-1.7209,29
48.1112,-1.4002,16
48.9290,2.0495,75
47.4813,-2.3953,2
47.6375,-2.1632,18
48.0463,-1.5044,20
48.0000,-4.1000,138
47.7000,-1.9333,3
48.2974,-1.5197,4
48.6500,-2.0167,72
48.4500,-2.0333,50
48.5476,-1.7502,16
47.9899,-2.8329,5
47.6579,-2.7557,122
47.9197,-2.8193,7
47.7656,-2.1322,6
47.7303,-1.8252,2
