latitude,longitude,heat
48.1667,20.8500,1
48.2833,21.0667,1
47.7667,19.7167,5
48.1333,20.8667,1
48.0667,20.9833,2
48.3167,21.0000,1
48.2500,21.0000,2
49.7500,16.9333,3
49.8085,13.6013,1
52.0102,5.0994,18
49.7333,18.3000,4
49.7667,18.0333,5
33.6236,35.4836,1
33.9000,35.6000,4
51.4000,128.1333,13
40.4941,44.7602,3
40.2500,45.0000,1
45.1167,21.3036,7
62.5050,17.5133,7
63.0333,16.6167,1
47.1711,7.7709,2
47.1077,7.4979,1
50.7000,4.0333,29
50.5000,14.8000,4
50.4500,14.6333,5
50.5667,15.2833,1
23.6803,58.1825,1
60.0922,30.2368,3
50.2333,13.4167,4
50.3833,13.2667,18
50.0167,13.6333,2
45.2705,37.3872,1
49.2378,1.1776,1
49.6501,1.0938,1
48.5148,-1.8995,10
49.0960,0.8912,2
49.6886,0.6820,1
49.2795,0.4398,6
48.8031,0.9540,1
44.6522,0.5922,3
43.6581,-1.3719,12
44.0615,-1.0698,3
46.2644,-0.4922,1
44.3265,-1.1469,4
45.0270,0.7182,4
44.5833,0.6234,3
46.4450,-0.4451,2
46.0333,0.5167,2
46.2151,1.1672,2
45.0500,0.3500,2
43.8644,-0.7059,5
46.1982,-0.4183,2
44.4000,6.3333,2
42.5461,9.4186,19
49.3798,3.3595,2
49.9226,4.0826,15
50.0114,3.6961,5
49.3349,3.3580,4
49.7954,3.4589,5
49.8873,3.2438,5
49.8755,3.1496,5
49.9971,3.3085,1
49.2531,3.0900,37
48.6319,6.3763,5
43.3939,6.0348,3
42.5660,8.7571,21
43.5910,5.8481,1
48.0368,0.8669,1
48.2884,4.0195,4
47.1565,0.6556,2
46.7459,2.7633,1
47.9007,0.9305,2
46.7301,2.6444,1
46.6443,1.5599,2
45.9608,0.2587,2
49.5433,3.2912,5
47.1328,2.1571,4
50.5694,3.2163,11
49.6521,3.3448,7
44.0896,0.0522,1
50.2469,3.2741,4
50.2220,3.8469,6
50.2287,3.5448,1
50.4559,1.6131,8
50.6829,2.9991,6
50.3266,3.8181,2
45.8381,3.2169,3
43.4936,6.3611,17
43.9986,5.8410,2
43.7705,3.9549,3
43.6789,4.0925,20
45.7902,5.1665,3
46.3467,5.3493,2
46.2061,3.8030,1
46.6355,5.4202,2
46.7879,4.3874,6
45.2205,5.0763,2
46.9347,5.1450,2
49.0570,6.6629,5
46.0159,3.3552,3
47.9200,1.8278,12
48.3449,4.0626,1
45.7366,-0.1579,2
48.4029,3.7359,6
50.6498,2.8741,1
44.7817,4.4600,1
46.2097,5.6105,6
46.7545,5.0035,2
47.8144,6.6833,1
46.2221,5.6077,5
47.2000,6.7000,3
47.7808,6.1380,4
47.4458,5.5922,20
44.6297,4.1974,2
47.1488,4.8913,1
50.8203,2.3024,1
45.7380,0.2411,2
45.8771,-0.6792,8
46.7462,0.3763,9
45.8357,1.4917,13
46.5762,-0.0264,6
44.3224,0.5880,1
46.5097,1.0847,1
45.1333,-0.0167,1
50.3946,3.2303,2
48.3491,1.9918,6
47.6358,-2.1242,2
46.5821,-0.3829,3
46.2445,5.4824,4
46.0197,6.6202,7
45.9399,2.8406,6
41.8352,9.3747,1
49.3168,6.0242,7
44.3622,0.5883,3
48.6579,7.8307,6
48.6817,2.1694,2
48.5316,2.6283,6
48.4336,-3.6784,1
49.3389,6.0390,3
48.9632,1.5782,2
48.5500,3.3000,18
47.3516,-0.7631,11
47.9368,0.3639,9
47.4351,-0.1037,3
47.1175,-1.1222,11
48.6786,0.1225,2
46.4647,3.4316,9
49.1592,4.1454,3
48.2001,6.5153,3
50.3720,3.5039,19
48.7372,-0.5747,28
50.4012,2.8625,16
50.5688,2.7903,4
50.7696,1.6114,6
45.8374,4.7718,11
45.8602,4.7249,6
46.2030,6.2501,8
49.7401,3.7706,4
48.7331,2.5513,6
46.2054,5.4458,1
45.5833,6.3333,1
47.5360,2.0365,1
50.5607,1.6993,1
49.1951,0.3560,4
45.3095,5.9582,4
48.6486,7.7545,4
49.6561,3.3011,25
43.3013,6.2275,7
46.0287,2.8194,5
45.8058,3.3381,3
48.5154,2.3438,10
45.5595,4.1284,17
44.5234,5.0643,9
45.2925,4.8188,3
47.4223,-0.6089,10
48.1863,0.6536,9
47.4193,-0.4313,2
45.5976,1.9289,2
45.8860,-1.1924,11
43.8833,5.4000,20
44.2390,5.0746,20
48.5908,2.2194,7
47.9323,-3.6976,11
48.3276,-2.4881,4
47.2000,5.2833,1
45.6123,5.1810,4
45.3667,-0.6833,2
46.6813,3.8179,2
45.4509,4.0796,5
45.7439,-0.8147,1
45.1485,0.7949,1
44.7387,-0.2177,1
44.9667,-0.3000,3
44.6450,-0.9737,27
45.1667,0.7667,18
45.3253,1.1633,1
46.3725,-0.2597,3
45.6667,2.2000,3
46.8602,-1.9552,9
47.1832,-1.8593,6
44.9333,-0.0667,4
44.8096,-0.3877,2
44.6000,-0.5500,5
45.0787,-1.0443,10
45.5924,0.6635,1
45.0667,-0.1000,14
46.0441,0.3061,1
47.7417,-1.1737,6
48.0051,-0.9628,2
46.6010,-1.7554,3
44.5971,-0.3724,3
44.6818,0.8945,2
44.9333,-0.1333,10
45.4000,0.3333,1
48.3737,-0.0251,1
48.8513,-0.2290,1
48.7580,-0.0726,1
49.1928,0.8128,2
45.4799,5.7665,3
46.4084,-1.4039,7
49.0037,0.8904,2
49.3062,1.6114,11
49.5771,0.4211,1
49.5268,0.6712,4
45.3833,2.2833,3
48.6354,7.7414,20
48.2500,-3.8333,5
47.2174,-0.2458,2
45.5343,5.7008,6
47.8008,-0.3020,1
47.0941,-0.9102,3
48.0896,-3.5608,2
48.6704,0.6983,3
47.3149,-3.1881,6
47.8223,0.1558,1
48.3973,-1.9030,3
48.2391,0.2223,1
49.2522,0.6734,1
43.7015,1.9076,1
48.4947,-1.4203,1
45.5926,4.1986,2
49.4064,0.4500,4
49.8468,1.5690,2
48.8167,-0.5000,8
49.0978,2.4663,2
45.6704,-1.0125,4
45.7288,3.0989,12
45.7318,3.0633,12
45.8887,0.9014,27
46.9812,3.0935,10
48.2277,0.1319,7
45.8869,1.4002,7
45.8833,2.1743,4
45.8288,-0.8750,3
45.7865,1.2845,7
47.4456,-0.4113,3
46.9000,3.8333,3
46.2503,-1.1157,3
47.4412,-0.1562,2
49.2208,-0.6793,2
49.2818,1.7801,26
49.3302,1.7179,1
48.0355,-1.3808,1
47.4519,6.0740,1
48.7149,2.3164,22
46.8490,4.7704,2
43.5982,0.9804,4
44.9746,5.5759,1
45.2895,6.9099,1
45.5289,6.0922,2
45.6508,6.1672,1
45.6856,2.8041,1
50.0368,2.2769,1
46.4973,2.6065,2
46.8077,1.0432,1
43.9278,2.0723,2
48.9856,2.3474,12
50.3000,3.3333,12
49.3931,3.2730,2
50.5061,3.1104,5
45.9253,2.8107,3
48.6373,2.3638,9
48.3652,6.8612,6
50.6456,2.3068,1
50.8057,2.1521,6
50.6116,2.4890,2
50.4363,3.2436,3
50.2443,3.0403,1
50.3667,3.3000,6
50.7432,2.2072,1
50.3314,3.0499,4
49.0167,2.2000,10
48.4459,2.5487,1
48.4903,3.1750,2
49.4495,4.3506,1
48.8525,2.8956,4
46.6717,-1.2908,6
48.7628,3.3474,3
48.8390,3.2554,1
48.6790,3.2440,1
48.2664,7.5320,7
48.9782,8.0762,1
48.3593,7.4643,8
48.5914,6.1509,2
48.6876,5.7176,6
46.3045,6.5449,4
48.8845,4.9920,1
48.8473,2.8235,8
50.0684,1.5782,2
50.0232,2.0349,1
47.8549,-1.4805,4
47.7787,-2.6933,4
44.6514,4.4426,4
49.3853,2.2228,2
43.4521,4.4291,6
42.6337,8.9376,8
49.2724,2.3584,8
48.9038,3.2307,2
42.6815,9.3040,1
50.0744,2.1260,4
43.2006,0.2247,1
45.0924,5.0477,5
44.9136,5.1094,1
48.6286,6.2967,8
45.7836,6.2029,4
48.6390,7.0305,2
42.3284,9.4934,8
46.1079,5.8242,19
45.0919,0.6772,1
43.2758,5.6994,10
48.2379,4.4691,8
43.3540,1.2391,7
48.2834,7.6079,2
46.5676,4.9057,13
49.8172,2.3186,2
43.5531,6.0310,2
48.4917,1.2633,3
44.2668,4.5150,4
48.5393,6.9230,6
48.3245,7.4252,5
43.2833,-0.0833,2
43.8670,1.8857,3
43.4693,0.3073,2
44.9263,1.8540,3
48.2500,-4.2167,1
48.5553,-2.9463,4
48.0122,7.0709,3
48.5688,5.7443,5
43.5979,3.0805,7
47.2196,-0.1787,3
46.1167,1.0500,6
47.5068,-0.0821,7
48.0500,-4.3333,4
48.2364,-3.6691,1
47.8852,-0.8221,1
43.5278,1.4824,5
45.0836,-0.6090,1
50.3485,1.8504,3
46.9305,4.8338,4
48.8000,-3.0333,5
46.7636,5.1586,4
43.9177,1.3663,3
45.8500,2.5667,3
46.2100,3.5728,1
45.5474,5.8649,4
42.3096,9.1492,18
49.5926,3.6579,3
47.0683,5.0115,3
46.0175,5.5966,2
44.9880,2.4245,4
46.7699,6.3540,6
47.2813,5.1892,4
45.5225,4.5408,1
46.0364,5.5750,1
48.4742,6.3163,5
47.8940,2.0230,10
45.9488,4.5833,3
47.5035,3.3454,1
45.7145,0.2044,12
49.0991,-0.2896,3
45.1333,-0.2000,1
46.8198,1.2112,3
48.7174,3.1714,1
49.5010,3.2094,2
48.0194,3.5137,1
46.0862,4.0661,4
42.6405,2.4839,2
49.0137,2.7056,4
47.6963,1.3853,2
43.8401,-0.2099,1
49.3549,1.9426,2
47.7350,1.5891,2
45.9358,3.0111,2
50.2161,2.3755,1
50.4175,2.9931,6
48.8082,-0.5949,2
49.0078,1.8939,24
44.1490,-0.7412,8
44.8229,0.6707,5
49.5272,1.8517,2
48.3442,-0.2773,8
43.3421,6.1236,7
43.6475,6.0637,2
43.2373,6.3088,4
43.5687,5.3557,22
49.3967,4.3828,5
49.2234,3.9889,9
47.2516,6.8031,8
43.8290,6.5519,1
44.0890,2.7054,2
44.3714,2.6683,2
48.2863,1.1539,1
49.3018,2.2484,5
43.2599,1.7920,1
43.6122,1.0822,12
47.8585,4.5737,19
45.5549,4.0995,2
46.3262,5.8897,2
47.8095,7.2415,16
49.5190,3.2690,2
48.8207,3.1365,8
45.8505,3.2600,1
44.2138,4.4665,5
48.7112,7.2329,1
46.1325,0.2435,3
46.2938,3.2307,1
46.3167,2.9561,4
46.4707,-1.0277,4
44.6471,0.1507,1
45.3393,5.3449,2
50.5101,3.1713,2
45.9302,4.7158,25
44.9008,4.3282,4
44.5746,4.4547,8
45.1157,1.3993,5
45.3066,-0.8349,2
47.8865,1.8345,8
46.0998,4.3217,5
42.4678,9.3896,2
44.0670,4.1492,5
46.2135,3.5040,2
44.2589,4.1983,3
41.5448,9.1963,2
45.7059,4.7444,14
47.7333,-1.0833,3
45.5333,0.6667,14
48.8362,1.6750,2
45.5856,5.2431,5
46.4687,5.6119,1
46.1975,5.0595,3
46.7777,-0.2503,1
46.4333,0.8667,7
46.2704,6.2542,5
49.5210,5.3683,6
47.3838,3.0025,21
50.3529,3.4039,2
46.4829,-1.1132,2
47.4764,-1.3740,8
46.8690,-1.7574,2
47.7419,-0.9671,1
46.3299,-0.9468,1
45.4824,4.5713,13
47.0985,5.2622,6
49.6506,4.2508,1
49.3445,2.3592,1
41.9597,8.6679,1
43.8070,4.9493,8
41.9833,8.9167,2
43.3852,5.7081,16
41.9775,8.7423,3
42.4658,9.4588,2
49.2078,2.3727,12
43.6614,3.9122,5
43.7575,5.8817,9
46.2376,5.9811,3
45.9242,0.3837,2
47.1437,1.8473,5
46.1654,-0.8582,1
46.7861,0.8717,1
49.0735,1.6687,1
48.3559,3.3817,1
46.5103,1.4875,1
47.6242,-1.4515,3
47.5188,-1.9538,5
47.7107,-0.5631,1
46.7894,-0.9958,3
48.1284,-2.9829,1
46.9212,-0.8488,3
46.8045,-1.6200,5
47.2336,-0.4293,6
49.2209,2.1659,3
48.0855,7.3244,6
46.9079,-1.1360,4
47.1715,-0.9524,2
43.5895,1.1498,6
43.9061,-0.0504,1
43.1544,0.8414,2
44.5757,2.0808,18
44.8733,2.0356,1
43.5908,6.8750,2
49.3547,3.0334,3
49.2608,2.1643,3
48.3000,-3.5167,1
48.0713,-0.1135,1
47.9364,-3.4154,4
48.1453,-1.8989,5
48.4860,-1.8364,3
49.4008,1.0458,29
43.6442,1.0065,1
44.4085,2.2900,5
48.5160,7.6483,8
48.5801,7.6016,3
48.4902,7.6811,5
43.4158,1.5212,2
44.5098,1.9442,2
43.7118,0.6261,7
43.8663,-0.1074,7
43.7619,1.0420,3
43.1228,6.0075,4
43.8973,1.9927,3
49.3586,0.9426,5
43.7564,1.5567,1
43.4658,1.0636,1
42.8896,0.7184,2
43.9845,2.1423,6
44.4063,2.7470,4
43.2598,0.9729,1
43.8304,1.4317,7
44.8500,1.4333,1
43.2802,1.1369,1
43.6578,1.6634,11
43.8487,2.4317,1
44.8333,1.4000,1
43.9426,1.1683,2
44.6472,1.5681,1
44.4345,0.8625,2
44.4004,0.9962,2
48.5599,7.6146,6
49.0944,0.9739,5
49.2436,0.5849,5
49.3698,0.2754,3
48.8922,-0.1953,18
45.4788,3.7273,5
48.3936,1.9572,2
48.0354,2.4262,1
43.8940,5.5649,5
43.0752,5.9271,3
42.6978,9.3626,3
42.5846,9.1172,1
43.7810,6.0104,1
42.5549,9.4264,7
43.6519,3.1507,2
45.6604,5.9215,2
45.5356,5.1651,3
43.9167,5.2500,2
45.4167,5.1465,1
45.7167,5.7120,3
45.7124,6.3986,1
50.1862,3.2240,10
44.1743,5.4421,1
44.9558,5.1421,5
45.5629,4.2903,27
46.0329,4.2348,2
44.7399,4.2452,1
45.4479,4.5821,1
44.3955,4.7578,2
44.6554,4.7614,9
44.2737,5.2722,4
44.7781,5.1443,1
43.1373,0.3113,1
44.9003,5.0945,4
44.9373,5.0312,5
44.6023,4.7793,3
44.4992,4.9383,1
44.4056,4.3925,5
45.2877,4.7291,2
45.2405,4.7980,2
45.4529,4.4506,19
44.7950,4.9084,1
44.2879,4.8435,2
44.9431,4.5019,1
44.6354,4.2573,2
43.0709,0.5748,5
45.7264,4.1632,2
44.7167,4.8337,2
44.8214,4.5799,7
44.7075,4.6616,8
44.6029,4.8179,5
45.9443,-1.3063,10
47.3884,-0.8587,6
46.0719,-1.0893,13
43.7660,5.3667,4
46.1438,1.5191,1
44.6774,6.6190,4
45.8774,4.4899,2
46.4332,4.6585,11
45.8058,5.6284,1
49.3232,0.4760,2
49.1505,0.9102,10
48.3907,-2.1278,2
45.6500,5.9000,3
45.5865,5.0940,7
45.8352,5.7261,3
45.6116,6.8462,2
46.8756,4.9453,7
46.7737,4.8921,3
46.8969,5.0213,3
48.5808,7.6877,10
48.5342,7.6377,5
48.5860,7.5071,1
48.9833,2.4167,11
48.5869,7.5561,2
48.9333,-0.0667,4
49.2930,-0.6460,4
45.2178,4.8285,4
45.6510,4.2319,6
47.7479,-3.0769,11
49.6395,0.2225,3
49.3000,0.7667,3
49.1478,3.2200,2
47.9194,-2.2790,5
48.6326,-3.9262,5
48.3706,7.5937,13
47.4563,4.6624,2
49.4831,2.8046,4
50.2895,1.8757,1
47.5307,-2.4879,3
43.4921,0.5925,2
47.3438,6.9938,1
45.1500,0.0167,3
46.3875,-0.4151,20
44.9000,-0.0167,2
46.1875,-0.2539,6
44.1253,-0.5013,2
44.6762,0.1825,3
44.0443,-0.5323,1
43.5428,-1.3895,17
43.8538,-0.9943,1
43.4500,-0.4333,2
46.2590,-0.3443,8
44.1871,0.7964,2
45.3385,5.2659,9
44.0385,5.6291,8
46.1112,5.9727,9
48.5137,5.5106,2
46.1016,5.9359,2
47.0989,6.3374,1
44.8036,4.9778,6
47.1914,5.8755,1
45.3828,4.7276,1
44.8175,5.7514,7
45.0188,6.6039,3
44.3141,4.9520,3
45.6017,6.2551,2
44.4676,6.1659,2
45.2788,5.5422,2
50.6964,2.2833,2
47.0818,2.7285,7
49.6454,3.1158,1
47.7903,-0.4412,3
48.7644,-0.7333,9
43.7186,5.2455,4
48.6899,4.7303,2
49.5277,0.4028,3
46.1086,-0.0708,4
43.5950,-1.0678,1
46.0833,1.2000,4
45.7275,3.4260,1
49.2375,2.0778,3
48.8300,6.1839,3
49.1667,5.3833,35
49.3956,5.5276,2
48.7935,6.0011,1
48.6537,7.2361,9
48.7519,6.1692,6
45.0667,0.2000,1
43.8163,5.7464,3
42.6000,23.4833,3
42.7000,24.1833,4
41.7333,24.4000,4
50.2370,12.8750,6
50.5333,4.4000,4
50.4333,4.7833,19
50.4167,4.3500,4
50.4333,4.6000,4
50.4000,4.5167,48
50.4814,4.5488,33
50.4167,4.5333,1
50.5667,5.8167,22
50.3000,4.3833,1
50.3167,4.2500,2
50.1667,5.2667,4
50.6167,5.7500,24
50.0833,5.2667,1
50.3833,4.5833,10
50.6167,4.3500,4
50.2500,4.4167,23
50.5000,4.6333,1
50.4333,4.6500,2
50.4500,4.7333,3
50.5167,4.2500,22
50.4000,5.6000,6
50.4167,4.3667,5
50.1667,5.9167,2
50.4333,4.4167,2
40.2716,-8.5209,3
39.2430,-9.1033,4
41.5777,-8.2685,5
40.7719,-8.1369,1
40.0609,-7.8632,1
41.2270,-7.6985,1
41.2782,-8.2799,8
40.1814,-8.7992,1
38.7333,-9.2667,7
40.5514,-8.7563,1
40.6071,-8.5920,2
37.1386,-8.5378,51
39.2571,-8.5819,5
39.1110,-8.8694,3
37.1026,-8.3570,9
38.8515,-9.1397,2
38.7759,-9.4766,4
41.2361,-7.9369,4
40.0864,-8.6725,1
41.2768,-7.4749,5
40.9804,-8.4581,2
37.7238,-8.7828,4
37.4340,-8.7611,2
38.7514,-9.2123,4
37.1304,-8.3462,4
38.8139,-9.1323,3
38.0151,-7.8632,41
38.6446,-9.2356,12
37.9458,-7.5975,4
38.6167,-9.0833,3
43.6958,22.7772,1
47.8167,20.9167,6
46.8833,18.9500,4
47.7000,19.7833,6
46.2667,17.1000,1
47.0000,20.8167,1
53.5428,14.5612,9
52.1939,21.0521,5
51.7363,17.1647,1
51.6240,18.5682,1
50.8934,23.1579,1
48.2500,14.6333,7
47.7765,16.0546,4
47.6749,15.9389,7
47.8333,13.2500,14
47.0714,15.1279,3
48.3451,14.4420,16
48.3833,16.2500,4
48.2237,14.7779,2
48.2135,14.4761,14
48.1667,15.0833,3
47.7430,16.0201,1
48.4667,15.6667,4
47.4667,15.4000,1
48.1439,13.4052,6
48.3667,16.6333,1
47.7667,16.9833,3
48.0243,13.8217,2
46.7156,13.6908,1
47.3500,13.2000,17
48.4333,16.5167,1
47.2167,16.4000,1
47.0667,16.1667,2
48.4137,13.6097,1
48.2582,15.7573,1
47.5754,14.4608,2
47.6864,15.8200,1
48.0833,16.2333,6
47.2833,11.5167,17
46.9742,15.3375,5
48.0131,14.3354,4
47.5167,14.1333,4
48.1117,16.3631,5
48.0454,16.2771,7
47.0667,15.0833,8
48.0803,16.3861,1
48.1365,15.2767,1
48.3500,15.7333,5
47.1667,16.1667,5
46.9558,15.5881,2
52.7609,41.4500,2
52.0075,42.2572,8
52.6561,42.7139,1
52.5886,41.5094,8
53.0773,40.4718,1
52.0875,40.7797,2
35.8994,14.4961,7
35.9003,14.4550,1
35.8806,14.5217,1
35.9100,14.3736,5
35.8903,14.4778,25
35.9172,14.4894,2
35.9092,14.4522,2
52.2039,21.0207,3
50.0945,19.7697,1
50.0863,19.7965,2
53.9163,15.1977,5
52.2467,15.8159,2
50.4862,19.4232,3
51.1339,16.7849,1
54.4038,18.2027,1
54.4394,18.4257,12
50.0832,20.0034,1
45.9286,8.4321,13
46.4842,10.2767,13
42.6878,11.3298,4
44.8237,8.6801,3
46.2425,9.3940,2
45.5954,8.2220,5
45.1401,9.1077,11
44.5684,9.8831,1
45.7727,9.3221,4
44.5232,8.6193,1
45.7136,12.2736,3
45.9029,12.2773,4
45.3387,9.6447,6
45.0599,8.5067,2
45.4000,11.3833,2
45.7696,9.2763,1
45.3159,9.0605,5
45.4799,11.2932,5
46.2173,8.3224,5
45.5283,8.0071,5
44.7953,10.4431,7
44.7228,8.8564,10
44.9534,6.7920,3
46.3278,10.2384,2
46.1225,8.3332,1
45.2623,10.5696,3
44.1667,9.8833,1
44.7603,7.3139,3
45.7982,13.0878,1
45.4206,8.0697,1
45.7450,7.0730,2
45.8078,10.1102,9
44.0476,11.1505,7
45.8625,9.8416,3
45.7500,10.2333,1
44.6883,8.8868,8
43.5018,12.9450,5
44.5867,11.4268,13
45.7427,8.4366,17
45.7954,9.4376,15
45.3070,10.4134,5
45.6861,9.8578,3
43.8538,7.9641,6
46.0003,9.3845,1
45.8996,9.6557,1
45.9811,17.1558,4
43.5553,16.3675,4
42.6756,18.0903,6
42.6908,18.0381,3
41.6500,36.0500,12
39.9856,32.7999,6
53.3878,-6.0653,5
53.3267,-6.2447,2
36.8833,-3.0333,4
36.8804,-5.4054,3
38.0924,-1.7985,18
39.4851,-6.5840,2
39.4466,-6.5076,5
38.6142,-6.6280,2
37.8864,-1.3556,3
37.3631,-6.3930,2
37.6557,-6.8805,2
37.5191,-6.2699,4
37.2515,-4.9144,6
38.3760,-7.1675,1
37.3598,-1.6596,2
49.6000,18.4833,9
49.9667,14.5167,14
38.7677,-9.1993,9
38.6683,-9.2231,1
37.0286,-7.8411,35
41.4132,-8.7345,2
41.4878,-7.9613,7
40.0981,-8.4755,1
38.3733,-8.5144,9
41.5055,-8.7411,1
55.8331,48.6572,3
54.8800,52.3300,56
46.1500,18.3500,3
47.6000,19.2500,16
47.3167,21.1167,16
46.5142,16.9717,15
46.9833,17.9833,2
47.3167,17.8167,3
47.0330,18.0164,12
47.7167,19.2000,5
47.7333,19.2667,2
47.8000,19.2333,4
50.7389,-1.6917,4
48.5325,18.1431,23
48.0978,17.2363,3
49.0902,19.3537,4
49.1469,19.2436,1
49.0907,18.5907,1
48.5459,17.9385,3
48.3718,17.4911,2
48.6543,17.2676,1
48.3441,18.2899,3
48.0389,17.4904,1
48.3664,17.9479,3
49.4717,6.3658,3
46.6081,14.3642,3
46.6167,14.0833,5
47.1000,14.4000,5
55.7067,12.4390,1
52.5619,-8.7956,3
52.4597,-9.2894,2
52.4556,-6.9569,1
52.0422,-1.9351,14
53.6000,-1.4500,1
50.4333,-4.9333,12
50.2207,-4.9669,10
54.3633,-2.9186,29
50.8519,0.4509,29
51.6455,-3.3273,12
56.9347,-4.2417,2
52.9894,-4.2259,17
50.3422,-4.6376,2
54.4333,-6.0000,26
51.3833,-0.1500,2
55.1813,-6.7140,9
52.9833,-3.0333,2
56.0354,-2.8295,3
51.8513,-0.1596,7
53.5139,-2.4675,16
55.7733,-4.3334,27
51.2083,-2.9372,29
51.1493,-3.0646,16
53.2350,21.4597,1
42.9593,12.0070,8
41.0826,16.0786,2
45.7816,11.9985,13
46.1037,12.0619,3
45.9595,8.8434,1
44.1089,12.4195,10
43.5119,5.5457,1
43.6453,5.5835,13
43.6209,5.2969,19
43.4307,5.4345,11
43.5252,5.6765,3
43.6381,5.5261,7
43.5385,5.2954,9
43.5580,5.2489,4
54.7967,-7.8853,1
52.7206,-7.5825,2
46.0964,14.4697,7
46.3592,15.1103,15
46.3800,15.0486,20
46.3444,14.1744,23
48.2000,20.1333,1
52.6341,19.9883,1
52.6559,19.6994,2
52.7457,19.4671,3
53.4667,-2.6667,1
29.6547,48.1311,2
29.6178,48.1506,2
46.2427,6.9864,3
46.2036,6.8910,3
46.2739,6.9479,18
46.3110,6.9006,8
46.3815,6.9001,3
46.1866,7.2078,9
46.7537,7.1461,4
46.1899,7.3121,2
46.2324,7.4007,8
46.2884,7.4749,5
46.2781,7.3854,6
46.0832,7.5090,2
46.1343,7.6287,1
42.0067,19.3128,1
42.4589,18.5122,2
53.1549,18.4729,2
59.8447,30.9342,3
58.1521,8.0726,14
59.2660,11.0350,11
50.4167,14.2500,14
56.3780,9.6607,30
56.5856,9.1364,13
56.6537,8.9333,1
56.3531,9.5051,12
55.9715,9.6113,32
56.0943,9.5487,13
48.9833,15.9833,2
49.2500,15.2000,5
49.3167,15.4000,7
49.4167,15.7667,1
49.0167,15.7667,1
49.2167,15.5000,1
49.6667,15.4000,3
49.5863,17.6495,1
49.4833,15.0167,3
55.3187,9.2956,5
55.8502,8.3756,3
55.5529,8.1198,3
49.7500,18.6167,8
49.5747,18.7695,9
49.6667,18.7000,6
49.5353,18.8808,4
49.7686,18.7220,1
49.8302,18.5964,1
51.2500,-0.1500,2
34.9958,33.3681,1
43.0025,1.1600,5
43.0778,1.7358,2
43.0018,1.1369,10
43.0119,1.4285,2
42.9652,1.0219,1
43.1739,1.4082,3
43.2773,1.3469,3
43.0803,1.3630,2
42.9333,1.6333,7
42.9689,1.5160,1
42.9833,1.1500,8
43.0879,1.7180,3
42.8779,1.6290,1
43.1668,1.2471,1
43.2353,1.5740,13
42.9631,1.5557,1
43.0451,1.6281,10
42.8454,1.6033,2
43.2755,1.5031,1
43.1372,1.4395,2
43.1333,1.1667,2
43.0734,1.9445,1
53.1432,14.8930,4
52.4065,16.9233,3
53.8021,20.3846,2
52.1937,14.7981,2
42.8812,11.6722,14
36.2402,36.2004,5
36.8500,37.4500,2
39.9823,32.8883,6
36.4914,33.8626,9
38.3144,33.9528,4
41.1087,42.7022,2
38.6203,34.5916,4
41.0308,39.0031,6
38.7546,39.0623,13
39.9957,32.8668,7
39.9723,32.5841,6
39.9583,32.7552,6
37.7581,38.2879,5
38.6103,34.6740,2
39.9885,32.8346,1
39.7275,32.3553,2
41.4256,33.7367,5
41.5667,35.6553,5
40.4603,39.4814,16
40.9210,39.8766,1
41.5678,35.9069,2
36.9897,35.4361,1
36.2096,36.1215,1
36.2066,36.1572,9
39.6212,40.8941,1
37.4247,41.3393,1
40.8010,31.6052,23
36.9000,35.4833,1
40.9782,34.8047,1
36.8997,37.3564,5
40.7051,35.7182,7
38.2059,37.1983,3
40.0143,32.8558,2
38.5333,42.2333,1
38.6500,29.3333,14
40.9352,38.2931,1
39.9208,33.2308,1
39.5430,42.9150,1
39.9495,41.4985,2
39.1083,39.5471,4
41.2826,31.4181,1
41.5855,32.3381,6
39.5450,41.6919,2
40.9867,39.7559,6
40.8891,38.4761,2
41.0250,29.0328,16
40.8733,35.4631,2
40.9190,38.8016,1
41.1816,41.8217,7
37.3739,36.0961,3
40.0060,42.0870,1
41.1324,31.4423,7
41.1134,29.9068,21
38.6178,39.2692,7
38.6532,34.7201,17
40.9346,39.4780,5
41.0504,28.9184,16
38.4964,27.0703,11
39.5772,32.1413,2
40.3316,36.6755,1
38.7978,38.7336,1
36.7127,39.0985,3
38.3508,28.5172,1
38.7902,30.5934,3
39.3607,34.1577,9
39.2650,34.6804,1
40.9479,38.7115,1
40.9833,28.9000,9
38.3886,27.0562,11
40.0384,32.8970,1
41.0356,28.5178,1
41.0390,28.8567,16
40.9541,39.8640,1
40.9523,39.8235,2
41.0550,28.9083,7
41.0153,28.8895,5
37.9158,29.1202,7
41.0739,28.2464,6
40.9814,39.7940,4
40.2589,40.2278,3
40.6881,29.9674,1
41.0153,28.9827,11
37.7094,43.9894,3
41.0923,40.7292,1
38.5441,34.8526,3
36.2694,32.3179,1
41.0617,28.9544,7
39.7787,28.0030,6
40.2210,28.9141,9
41.1044,30.6966,1
38.8736,30.6092,1
36.9658,34.8183,6
41.4643,31.8369,4
36.9188,34.8784,9
41.1911,40.9875,1
37.6734,32.3329,1
40.8521,27.3844,7
41.0156,28.5600,8
38.6075,27.0694,2
40.8900,26.9011,1
41.4677,31.8138,1
41.0794,28.9647,8
40.8558,26.6303,5
48.6462,2.0769,23
44.3498,3.9506,2
48.9414,1.9914,11
45.9443,5.4390,7
48.1000,-3.9833,3
45.7671,-0.5868,3
44.0274,4.1613,3
